file,sequence_id,read_count,read_mean_length,read_abundance
SI035_7_2.fastq,NZ_CP024696.1,1784,150.98262331838566,0.010776656216209686
SI035_7_2.fastq,NZ_CP022384.1,8213,150.86728357482042,0.049612487389983265
SI035_7_2.fastq,NZ_CP126335.1,3225,150.98511627906976,0.019481343215962017
SI035_7_2.fastq,NZ_CP102534.1,956,150.98326359832635,0.005774934609134787
SI035_7_2.fastq,NZ_CP046314.1,1074,150.90875232774675,0.006487740345408746
SI035_7_2.fastq,NZ_CP117438.1,836,150.8696172248804,0.005050047419703642
SI035_7_2.fastq,NZ_CP050145.1,1016,150.98326771653544,0.006137378203850359
SI035_7_2.fastq,NZ_CP129616.1,731,150.92476060191518,0.004415771128951390
SI035_7_2.fastq,NZ_CP024703.1,2421,150.9880214787278,0.014624599046773346
SI035_7_2.fastq,NZ_LT635457.1,1333,150.97599399849963,0.008052288529264300
SI035_7_2.fastq,AP018050.1,2372,150.95699831365937,0.014328603444422295
SI035_7_2.fastq,NZ_CP009913.1,2012,150.89761431411532,0.012153941876128860
SI035_7_2.fastq,NZ_JAGZUH010000001.1,858,150.993006993007,0.005182943404432685
SI035_7_2.fastq,NZ_CP083637.1,2141,150.93274170948155,0.012933195604767342
SI035_7_2.fastq,NZ_UGNY01000001.1,476,150.92857142857142,0.002875385851410208
SI035_7_2.fastq,NZ_CP032823.1,688,150.98110465116278,0.004156019886071897
SI035_7_2.fastq,NZ_CP019721.1,1994,150.9864593781344,0.012045208797714190
SI035_7_2.fastq,NZ_CP036550.1,353,150.985835694051,0.002132376482243284
SI035_7_2.fastq,NZ_CP050136.1,1268,150.98738170347002,0.007659641301655763
SI035_7_2.fastq,NZ_CP022386.1,152,150.9934210526316,0.000918190439946117
SI035_7_2.fastq,NZ_CP082852.1,2378,150.9806560134567,0.014364847803893853
SI035_7_2.fastq,NC_001464.1,2605,134.41151631477928,0.015736092737234433
SI035_7_2.fastq,NZ_CP040915.1,590,150.9864406779661,0.003564028681369795
SI035_7_2.fastq,AP023461.1,6,151.0,0.000036244359471557
throat_with_pathogen_02_4_1.fastq,NZ_CP068102.1,296,150.97972972972974,0.001820115970902741
throat_with_pathogen_02_4_1.fastq,NZ_AP019823.1,845,150.9810650887574,0.005195939173691945
throat_with_pathogen_02_4_1.fastq,NZ_CP046316.1,200,150.995,0.001229808088447798
throat_with_pathogen_02_4_1.fastq,NZ_CP041379.1,3433,150.98310515584038,0.021109655838206447
throat_with_pathogen_02_4_1.fastq,NZ_CP097843.1,218,150.9862385321101,0.001340490816408099
throat_with_pathogen_02_4_1.fastq,NZ_CP053939.1,660,150.9848484848485,0.004058366691877732
throat_with_pathogen_02_4_1.fastq,NZ_CP009227.1,1844,150.97830802603036,0.011338830575488694
throat_with_pathogen_02_4_1.fastq,NZ_CP072373.1,3687,150.98074315161378,0.022671512110535152
throat_with_pathogen_02_4_1.fastq,NZ_CP050820.1,545,150.98715596330274,0.003351227041020249
throat_with_pathogen_02_4_1.fastq,NZ_CP026548.1,280,150.97857142857143,0.001721731323826917
throat_with_pathogen_02_4_1.fastq,NZ_CP048246.1,537,150.98696461824954,0.003302034717482337
throat_with_pathogen_02_4_1.fastq,NZ_CP014239.1,231,150.98701298701297,0.001420428342157206
throat_with_pathogen_02_4_1.fastq,NZ_CP027228.1,867,150.97808535178777,0.005331218063421203
throat_with_pathogen_02_4_1.fastq,NZ_AP014938.1,2103,150.97907750832144,0.012931432050028594
throat_with_pathogen_02_4_1.fastq,NZ_CP007570.1,724,150.98066298342542,0.004451905280181028
throat_with_pathogen_02_4_1.fastq,NZ_CP031243.1,754,150.98275862068965,0.004636376493448197
throat_with_pathogen_02_4_1.fastq,NZ_AP019831.1,1358,150.94329896907217,0.008350396920560546
throat_with_pathogen_02_4_1.fastq,NZ_CP050497.1,1460,150.98424657534247,0.008977599045668923
throat_with_pathogen_02_4_1.fastq,NZ_CP033459.1,2416,150.95653973509934,0.014856081708449397
throat_with_pathogen_02_4_1.fastq,NZ_CP040798.1,784,150.89795918367346,0.004820847706715367
throat_with_pathogen_02_4_1.fastq,NZ_CP017295.1,340,150.97941176470587,0.002090673750361256
throat_with_pathogen_02_4_1.fastq,NZ_AP019822.1,490,150.97755102040816,0.003013029816697104
throat_with_pathogen_02_4_1.fastq,NZ_CP125087.1,220,150.98181818181817,0.001352788897292577
throat_with_pathogen_02_4_1.fastq,NZ_CP063424.1,457,150.835886214442,0.002810111482103218
throat_with_pathogen_02_4_1.fastq,NZ_CP064367.1,2643,150.92735527809307,0.016251913888837646
throat_with_pathogen_02_4_1.fastq,NZ_CP012067.1,623,150.97752808988764,0.003830852195514890
throat_with_pathogen_02_4_1.fastq,NZ_CP020566.1,1793,150.9185722253207,0.011025229512934507
throat_with_pathogen_02_4_1.fastq,NZ_AP019846.1,1076,150.9767657992565,0.006616367515849151
throat_with_pathogen_02_4_1.fastq,NZ_CP017042.1,1882,150.98193411264612,0.011572494112293776
throat_with_pathogen_02_4_1.fastq,NZ_CP015402.2,175,150.97142857142856,0.001076082077391823
throat_with_pathogen_02_4_1.fastq,NZ_CP126076.1,1584,150.9229797979798,0.009740080060506558
throat_with_pathogen_02_4_1.fastq,NZ_CP028101.1,312,150.98717948717947,0.001918500617978564
throat_with_pathogen_02_4_1.fastq,NZ_CP019668.1,314,150.96815286624204,0.001930798698863042
throat_with_pathogen_02_4_1.fastq,NZ_CP014264.1,1193,150.66471081307628,0.007335805247591113
throat_with_pathogen_02_4_1.fastq,NZ_CP127164.1,458,150.9825327510917,0.002816260522545244
throat_with_pathogen_02_4_1.fastq,NZ_CP027234.1,290,150.97241379310344,0.001783221728249307
throat_with_pathogen_02_4_1.fastq,NZ_CP072246.1,2201,150.9750113584734,0.013534038013368013
throat_with_pathogen_02_4_1.fastq,NZ_CP124126.1,277,150.9783393501805,0.001703284202500200
throat_with_pathogen_02_4_1.fastq,NZ_CP027232.1,289,150.97231833910035,0.001777072687807068
throat_with_pathogen_02_4_1.fastq,NZ_CP049272.1,537,150.9832402234637,0.003302034717482337
throat_with_pathogen_02_4_1.fastq,NZ_CP050133.1,614,150.8029315960912,0.003775510831534739
throat_with_pathogen_02_4_1.fastq,NZ_CP012410.1,968,150.98243801652893,0.005952271148087341
throat_with_pathogen_02_4_1.fastq,NZ_AP019827.1,250,150.98,0.001537260110559747
throat_with_pathogen_02_4_1.fastq,NZ_CP031253.1,855,150.97894736842105,0.005257429578114335
throat_with_pathogen_02_4_1.fastq,NZ_AP019735.1,1054,150.94117647058823,0.006481088626119894
throat_with_pathogen_02_4_1.fastq,NZ_CP027229.1,521,150.9827255278311,0.003203650070406513
throat_with_pathogen_02_4_1.fastq,NZ_CP116438.1,2360,150.98601694915254,0.014511735443684013
throat_with_pathogen_02_4_1.fastq,NZ_CP014231.1,158,150.99367088607596,0.000971548389873760
throat_with_pathogen_02_4_1.fastq,NZ_CP013334.1,804,150.97885572139305,0.004943828515560147
throat_with_pathogen_02_4_1.fastq,NZ_CP072258.1,317,150.97476340694007,0.001949245820189759
throat_with_pathogen_02_4_1.fastq,NZ_CP032364.1,454,150.81277533039648,0.002791664360776501
throat_with_pathogen_02_4_1.fastq,NZ_CP028415.1,395,150.9873417721519,0.002428870974684401
throat_with_pathogen_02_4_1.fastq,NZ_CP114055.1,1318,150.9825493171472,0.008104435302870987
throat_with_pathogen_02_4_1.fastq,NZ_CP066560.1,1023,150.99022482893452,0.006290468372410486
throat_with_pathogen_02_4_1.fastq,NZ_CP072236.1,474,150.9915611814346,0.002914645169621281
throat_with_pathogen_02_4_1.fastq,NZ_CP022379.1,4314,150.92559109874827,0.026526960467818998
throat_with_pathogen_02_4_1.fastq,NZ_CP006943.1,944,150.98093220338984,0.005804694177473605
throat_with_pathogen_02_4_1.fastq,NZ_CP012196.1,4607,150.9774256566095,0.028328629317395021
throat_with_pathogen_02_4_1.fastq,NZ_CP046027.1,187,150.98395721925132,0.001149870562698691
throat_with_pathogen_02_4_1.fastq,NZ_CP050134.2,902,150.97450110864744,0.005546434478899568
throat_with_pathogen_02_4_1.fastq,NZ_CP040004.1,360,150.92777777777778,0.002213654559206036
throat_with_pathogen_02_4_1.fastq,NZ_CP065726.1,496,150.98790322580646,0.003049924059350538
throat_with_pathogen_02_4_1.fastq,NZ_CP020431.2,306,150.9738562091503,0.001881606375325130
throat_with_pathogen_02_4_1.fastq,NZ_CP044230.1,1156,150.97058823529412,0.007108290751228271
throat_with_pathogen_02_4_1.fastq,NZ_CP046315.1,417,150.98800959232614,0.002564149864413658
throat_with_pathogen_02_4_1.fastq,NZ_CP121769.1,332,150.9879518072289,0.002041481426823344
throat_with_pathogen_02_4_1.fastq,NZ_CP043435.1,1372,150.981778425656,0.008436483486751892
throat_with_pathogen_02_4_1.fastq,NZ_CP126983.1,899,150.98109010011123,0.005527987357572851
throat_with_pathogen_02_4_1.fastq,NZ_CP038817.1,566,150.97526501766785,0.003480356890307268
throat_with_pathogen_02_4_1.fastq,NZ_CP022022.1,268,150.99253731343285,0.001647942838520049
throat_with_pathogen_02_4_1.fastq,NZ_CP029206.1,257,150.9727626459144,0.001580303393655420
throat_with_pathogen_02_4_1.fastq,NZ_CP050870.1,592,150.9831081081081,0.003640231941805481
throat_with_pathogen_02_4_1.fastq,NZ_CP017038.2,638,150.98119122257054,0.003923087802148475
throat_with_pathogen_02_4_1.fastq,NZ_CP034670.1,511,150.9843444227006,0.003142159665984123
throat_with_pathogen_02_4_1.fastq,NZ_CP046313.1,568,150.97711267605635,0.003492654971191745
throat_with_pathogen_02_4_1.fastq,NZ_CP012544.1,934,150.97537473233405,0.005743203773051216
throat_with_pathogen_02_4_1.fastq,NZ_AP018768.1,3548,150.9794250281849,0.021816795489063932
throat_with_pathogen_02_4_1.fastq,NZ_CP072224.1,884,150.98529411764707,0.005435751750939266
throat_with_pathogen_02_4_1.fastq,NZ_CP125806.1,45,150.95555555555555,0.000276706819900754
throat_with_pathogen_02_4_1.fastq,NZ_CP016753.1,7489,150.980771798638,0.046050163871927785
throat_with_pathogen_02_4_1.fastq,NZ_CP015424.1,480,150.98125,0.002951539412274714
throat_with_pathogen_02_4_1.fastq,NZ_CP013195.1,1115,150.9883408071749,0.006856180093096472
throat_with_pathogen_02_4_1.fastq,NZ_CP040121.1,343,150.9737609329446,0.002109120871687973
throat_with_pathogen_02_4_1.fastq,NZ_CP008849.1,1466,150.97885402455663,0.009014493288322357
throat_with_pathogen_02_4_1.fastq,NZ_CP065983.1,424,150.98820754716982,0.002607193147509331
throat_with_pathogen_02_4_1.fastq,NZ_AP019829.2,430,150.98372093023255,0.002644087390162765
throat_with_pathogen_02_4_1.fastq,NZ_CP032621.1,739,150.97834912043302,0.004544140886814613
throat_with_pathogen_02_4_1.fastq,NZ_CP107038.1,473,150.98520084566596,0.002908496129179042
throat_with_pathogen_02_4_1.fastq,NZ_CP066065.1,1427,150.98668535388927,0.008774680711075037
throat_with_pathogen_02_4_1.fastq,NZ_CP126474.1,3351,150.97433601909879,0.020605434521942852
throat_with_pathogen_02_4_1.fastq,NZ_CP073118.1,1498,150.98130841121494,0.009211262582474004
throat_with_pathogen_02_4_1.fastq,NZ_CP032620.1,817,150.98776009791922,0.005023766041309254
throat_with_pathogen_02_4_1.fastq,NZ_CP028108.1,596,150.98322147651007,0.003664828103574437
throat_with_pathogen_02_4_1.fastq,NZ_CP014227.1,1167,150.97600685518424,0.007175930196092899
throat_with_pathogen_02_4_1.fastq,NZ_CP085096.1,246,150.97560975609755,0.001512663948790791
throat_with_pathogen_02_4_1.fastq,NZ_CP072244.1,426,150.96713615023475,0.002619491228393809
throat_with_pathogen_02_4_1.fastq,NZ_CP012589.1,1344,150.93303571428572,0.008264310354369201
throat_with_pathogen_02_4_1.fastq,NZ_CP024696.1,3729,150.95897023330653,0.022929771809109187
throat_with_pathogen_02_4_1.fastq,NZ_CP027231.1,1509,150.97879390324718,0.009278902027338633
throat_with_pathogen_02_4_1.fastq,NZ_CP022384.1,4943,150.87416548654664,0.030394706905987320
throat_with_pathogen_02_4_1.fastq,NZ_CP101412.1,768,150.69921875,0.004722463059639543
throat_with_pathogen_02_4_1.fastq,NZ_CP046314.1,1940,150.93711340206187,0.011929138457943638
throat_with_pathogen_02_4_1.fastq,NZ_CP073277.1,229,150.97379912663754,0.001408130261272728
throat_with_pathogen_02_4_1.fastq,NZ_CP097335.1,619,150.98707592891762,0.003806256033745934
throat_with_pathogen_02_4_1.fastq,NZ_CP045696.1,835,150.97844311377244,0.005134448769269556
throat_with_pathogen_02_4_1.fastq,NZ_CP072251.1,714,150.97899159663865,0.004390414875758638
throat_with_pathogen_02_4_1.fastq,NZ_CP121210.1,892,150.97869955156952,0.005484944074477178
throat_with_pathogen_02_4_1.fastq,NZ_CP024700.1,1484,150.92250673854448,0.009125176016282660
throat_with_pathogen_02_4_1.fastq,NZ_CP039886.1,517,150.9825918762089,0.003179053908637557
throat_with_pathogen_02_4_1.fastq,NZ_CP039462.1,2487,150.96984318455972,0.015292663579848365
throat_with_pathogen_02_4_1.fastq,NZ_CP007573.1,630,150.984126984127,0.003873895478610563
throat_with_pathogen_02_4_1.fastq,NZ_CP127017.1,642,150.97663551401868,0.003947683963917431
throat_with_pathogen_02_4_1.fastq,NZ_CP083637.1,4302,150.85402138540215,0.026453171982512128
throat_with_pathogen_02_4_1.fastq,NZ_CP031255.1,590,150.9813559322034,0.003627933860921003
throat_with_pathogen_02_4_1.fastq,NZ_CP070914.1,331,150.98187311178248,0.002035332386381105
throat_with_pathogen_02_4_1.fastq,NZ_CP015577.1,929,150.9827771797632,0.005712458570840020
throat_with_pathogen_02_4_1.fastq,NZ_CP036550.1,300,150.97666666666666,0.001844712132671697
throat_with_pathogen_02_4_1.fastq,NZ_CP050136.1,1216,150.9827302631579,0.007477233177762610
throat_with_pathogen_02_4_1.fastq,NZ_AP025240.1,14962,150.98055072851224,0.092001943096779754
throat_with_pathogen_02_4_1.fastq,NZ_CP019721.1,2028,150.93639053254438,0.012470254016860669
throat_with_pathogen_02_4_1.fastq,NZ_CP027235.1,2158,150.98841519925858,0.013269629274351737
throat_with_pathogen_02_4_1.fastq,NZ_CP075172.1,9389,150.98157418255406,0.057733340712181863
throat_with_pathogen_02_4_1.fastq,NZ_CP022386.1,715,150.93426573426572,0.004396563916200876
throat_with_pathogen_02_4_1.fastq,NZ_AP021887.1,1630,150.82576687116565,0.010022935920849551
throat_with_pathogen_02_4_1.fastq,NZ_AP014880.1,125,150.976,0.000768630055279874
throat_with_pathogen_02_4_1.fastq,NZ_CP034842.1,884,150.98529411764707,0.005435751750939266
throat_with_pathogen_02_4_1.fastq,NZ_CP090007.1,227,150.98678414096915,0.001395832180388250
throat_with_pathogen_02_4_1.fastq,AP023461.1,8,150.875,0.000049192323537912
throat_with_pathogen_02_4_2.fastq,NZ_CP068102.1,296,150.97635135135135,0.001820115970902741
throat_with_pathogen_02_4_2.fastq,NZ_AP019823.1,845,150.98579881656804,0.005195939173691945
throat_with_pathogen_02_4_2.fastq,NZ_CP046316.1,200,150.98,0.001229808088447798
throat_with_pathogen_02_4_2.fastq,NZ_CP041379.1,3433,150.98427031750654,0.021109655838206447
throat_with_pathogen_02_4_2.fastq,NZ_CP097843.1,218,150.97706422018348,0.001340490816408099
throat_with_pathogen_02_4_2.fastq,NZ_CP053939.1,660,150.98636363636365,0.004058366691877732
throat_with_pathogen_02_4_2.fastq,NZ_CP009227.1,1844,150.98210412147506,0.011338830575488694
throat_with_pathogen_02_4_2.fastq,NZ_CP072373.1,3687,150.9858963927312,0.022671512110535152
throat_with_pathogen_02_4_2.fastq,NZ_CP050820.1,545,150.98899082568806,0.003351227041020249
throat_with_pathogen_02_4_2.fastq,NZ_CP026548.1,280,150.97857142857143,0.001721731323826917
throat_with_pathogen_02_4_2.fastq,NZ_CP048246.1,537,150.98882681564245,0.003302034717482337
throat_with_pathogen_02_4_2.fastq,NZ_CP014239.1,231,150.98701298701297,0.001420428342157206
throat_with_pathogen_02_4_2.fastq,NZ_CP027228.1,867,150.9838523644752,0.005331218063421203
throat_with_pathogen_02_4_2.fastq,NZ_AP014938.1,2103,150.98621017593914,0.012931432050028594
throat_with_pathogen_02_4_2.fastq,NZ_CP007570.1,724,150.98066298342542,0.004451905280181028
throat_with_pathogen_02_4_2.fastq,NZ_CP031243.1,754,150.9814323607427,0.004636376493448197
throat_with_pathogen_02_4_2.fastq,NZ_AP019831.1,1358,150.94550810014726,0.008350396920560546
throat_with_pathogen_02_4_2.fastq,NZ_CP050497.1,1460,150.9808219178082,0.008977599045668923
throat_with_pathogen_02_4_2.fastq,NZ_CP033459.1,2416,150.96688741721854,0.014856081708449397
throat_with_pathogen_02_4_2.fastq,NZ_CP040798.1,784,150.90561224489795,0.004820847706715367
throat_with_pathogen_02_4_2.fastq,NZ_CP017295.1,340,150.98823529411766,0.002090673750361256
throat_with_pathogen_02_4_2.fastq,NZ_AP019822.1,490,150.97755102040816,0.003013029816697104
throat_with_pathogen_02_4_2.fastq,NZ_CP125087.1,220,150.97727272727272,0.001352788897292577
throat_with_pathogen_02_4_2.fastq,NZ_CP063424.1,457,150.85339168490154,0.002810111482103218
throat_with_pathogen_02_4_2.fastq,NZ_CP064367.1,2643,150.9265985622399,0.016251913888837646
throat_with_pathogen_02_4_2.fastq,NZ_CP012067.1,623,150.97913322632425,0.003830852195514890
throat_with_pathogen_02_4_2.fastq,NZ_CP020566.1,1793,150.920245398773,0.011025229512934507
throat_with_pathogen_02_4_2.fastq,NZ_AP019846.1,1076,150.98048327137548,0.006616367515849151
throat_with_pathogen_02_4_2.fastq,NZ_CP017042.1,1882,150.98831030818278,0.011572494112293776
throat_with_pathogen_02_4_2.fastq,NZ_CP015402.2,175,150.97714285714287,0.001076082077391823
throat_with_pathogen_02_4_2.fastq,NZ_CP126076.1,1584,150.9185606060606,0.009740080060506558
throat_with_pathogen_02_4_2.fastq,NZ_CP028101.1,312,150.97756410256412,0.001918500617978564
throat_with_pathogen_02_4_2.fastq,NZ_CP019668.1,314,150.97770700636943,0.001930798698863042
throat_with_pathogen_02_4_2.fastq,NZ_CP014264.1,1193,150.6756077116513,0.007335805247591113
throat_with_pathogen_02_4_2.fastq,NZ_CP127164.1,458,150.9759825327511,0.002816260522545244
throat_with_pathogen_02_4_2.fastq,NZ_CP027234.1,290,150.98275862068965,0.001783221728249307
throat_with_pathogen_02_4_2.fastq,NZ_CP072246.1,2201,150.98818718764198,0.013534038013368013
throat_with_pathogen_02_4_2.fastq,NZ_CP124126.1,277,150.98916967509027,0.001703284202500200
throat_with_pathogen_02_4_2.fastq,NZ_CP027232.1,289,150.99307958477507,0.001777072687807068
throat_with_pathogen_02_4_2.fastq,NZ_CP049272.1,537,150.98137802607076,0.003302034717482337
throat_with_pathogen_02_4_2.fastq,NZ_CP050133.1,614,150.814332247557,0.003775510831534739
throat_with_pathogen_02_4_2.fastq,NZ_CP012410.1,968,150.9917355371901,0.005952271148087341
throat_with_pathogen_02_4_2.fastq,NZ_AP019827.1,250,150.972,0.001537260110559747
throat_with_pathogen_02_4_2.fastq,NZ_CP031253.1,855,150.9766081871345,0.005257429578114335
throat_with_pathogen_02_4_2.fastq,NZ_AP019735.1,1054,150.94117647058823,0.006481088626119894
throat_with_pathogen_02_4_2.fastq,NZ_CP027229.1,521,150.9827255278311,0.003203650070406513
throat_with_pathogen_02_4_2.fastq,NZ_CP116438.1,2360,150.98305084745763,0.014511735443684013
throat_with_pathogen_02_4_2.fastq,NZ_CP014231.1,158,150.9746835443038,0.000971548389873760
throat_with_pathogen_02_4_2.fastq,NZ_CP013334.1,804,150.98009950248758,0.004943828515560147
throat_with_pathogen_02_4_2.fastq,NZ_CP072258.1,317,150.98738170347002,0.001949245820189759
throat_with_pathogen_02_4_2.fastq,NZ_CP032364.1,454,150.8259911894273,0.002791664360776501
throat_with_pathogen_02_4_2.fastq,NZ_CP028415.1,395,150.9873417721519,0.002428870974684401
throat_with_pathogen_02_4_2.fastq,NZ_CP114055.1,1318,150.98027314112292,0.008104435302870987
throat_with_pathogen_02_4_2.fastq,NZ_CP066560.1,1023,150.98631476050832,0.006290468372410486
throat_with_pathogen_02_4_2.fastq,NZ_CP072236.1,474,150.98523206751054,0.002914645169621281
throat_with_pathogen_02_4_2.fastq,NZ_CP022379.1,4314,150.92628650904032,0.026526960467818998
throat_with_pathogen_02_4_2.fastq,NZ_CP006943.1,944,150.98305084745763,0.005804694177473605
throat_with_pathogen_02_4_2.fastq,NZ_CP012196.1,4607,150.9856739743868,0.028328629317395021
throat_with_pathogen_02_4_2.fastq,NZ_CP046027.1,187,150.98930481283423,0.001149870562698691
throat_with_pathogen_02_4_2.fastq,NZ_CP050134.2,902,150.98337028824832,0.005546434478899568
throat_with_pathogen_02_4_2.fastq,NZ_CP040004.1,360,150.9388888888889,0.002213654559206036
throat_with_pathogen_02_4_2.fastq,NZ_CP065726.1,496,150.96774193548387,0.003049924059350538
throat_with_pathogen_02_4_2.fastq,NZ_CP020431.2,306,150.99346405228758,0.001881606375325130
throat_with_pathogen_02_4_2.fastq,NZ_CP044230.1,1156,150.98529411764707,0.007108290751228271
throat_with_pathogen_02_4_2.fastq,NZ_CP046315.1,417,150.98800959232614,0.002564149864413658
throat_with_pathogen_02_4_2.fastq,NZ_CP121769.1,332,150.9879518072289,0.002041481426823344
throat_with_pathogen_02_4_2.fastq,NZ_CP043435.1,1372,150.98615160349854,0.008436483486751892
throat_with_pathogen_02_4_2.fastq,NZ_CP126983.1,899,150.98665183537264,0.005527987357572851
throat_with_pathogen_02_4_2.fastq,NZ_CP038817.1,566,150.98409893992934,0.003480356890307268
throat_with_pathogen_02_4_2.fastq,NZ_CP022022.1,268,150.97761194029852,0.001647942838520049
throat_with_pathogen_02_4_2.fastq,NZ_CP029206.1,257,150.98832684824902,0.001580303393655420
throat_with_pathogen_02_4_2.fastq,NZ_CP050870.1,592,150.9847972972973,0.003640231941805481
throat_with_pathogen_02_4_2.fastq,NZ_CP017038.2,638,150.9858934169279,0.003923087802148475
throat_with_pathogen_02_4_2.fastq,NZ_CP034670.1,511,150.98238747553816,0.003142159665984123
throat_with_pathogen_02_4_2.fastq,NZ_CP046313.1,568,150.98767605633802,0.003492654971191745
throat_with_pathogen_02_4_2.fastq,NZ_CP012544.1,934,150.98608137044968,0.005743203773051216
throat_with_pathogen_02_4_2.fastq,NZ_AP018768.1,3548,150.98083427282975,0.021816795489063932
throat_with_pathogen_02_4_2.fastq,NZ_CP072224.1,884,150.98076923076923,0.005435751750939266
throat_with_pathogen_02_4_2.fastq,NZ_CP125806.1,45,150.9777777777778,0.000276706819900754
throat_with_pathogen_02_4_2.fastq,NZ_CP016753.1,7489,150.98437708639338,0.046050163871927785
throat_with_pathogen_02_4_2.fastq,NZ_CP015424.1,480,150.9875,0.002951539412274714
throat_with_pathogen_02_4_2.fastq,NZ_CP013195.1,1115,150.9865470852018,0.006856180093096472
throat_with_pathogen_02_4_2.fastq,NZ_CP040121.1,343,150.9737609329446,0.002109120871687973
throat_with_pathogen_02_4_2.fastq,NZ_CP008849.1,1466,150.98976807639835,0.009014493288322357
throat_with_pathogen_02_4_2.fastq,NZ_CP065983.1,424,150.99056603773585,0.002607193147509331
throat_with_pathogen_02_4_2.fastq,NZ_AP019829.2,430,150.98837209302326,0.002644087390162765
throat_with_pathogen_02_4_2.fastq,NZ_CP032621.1,739,150.9891745602165,0.004544140886814613
throat_with_pathogen_02_4_2.fastq,NZ_CP107038.1,473,150.99154334038056,0.002908496129179042
throat_with_pathogen_02_4_2.fastq,NZ_CP066065.1,1427,150.98037841625788,0.008774680711075037
throat_with_pathogen_02_4_2.fastq,NZ_CP126474.1,3351,150.9826917338108,0.020605434521942852
throat_with_pathogen_02_4_2.fastq,NZ_CP073118.1,1498,150.9833110814419,0.009211262582474004
throat_with_pathogen_02_4_2.fastq,NZ_CP032620.1,817,150.98164014687882,0.005023766041309254
throat_with_pathogen_02_4_2.fastq,NZ_CP028108.1,596,150.98154362416108,0.003664828103574437
throat_with_pathogen_02_4_2.fastq,NZ_CP014227.1,1167,150.98200514138819,0.007175930196092899
throat_with_pathogen_02_4_2.fastq,NZ_CP085096.1,246,150.97560975609755,0.001512663948790791
throat_with_pathogen_02_4_2.fastq,NZ_CP072244.1,426,150.981220657277,0.002619491228393809
throat_with_pathogen_02_4_2.fastq,NZ_CP012589.1,1344,150.93526785714286,0.008264310354369201
throat_with_pathogen_02_4_2.fastq,NZ_CP024696.1,3729,150.96513810673102,0.022929771809109187
throat_with_pathogen_02_4_2.fastq,NZ_CP027231.1,1509,150.9814446653413,0.009278902027338633
throat_with_pathogen_02_4_2.fastq,NZ_CP022384.1,4943,150.87517701800525,0.030394706905987320
throat_with_pathogen_02_4_2.fastq,NZ_CP101412.1,768,150.6953125,0.004722463059639543
throat_with_pathogen_02_4_2.fastq,NZ_CP046314.1,1940,150.93762886597938,0.011929138457943638
throat_with_pathogen_02_4_2.fastq,NZ_CP073277.1,229,150.9868995633188,0.001408130261272728
throat_with_pathogen_02_4_2.fastq,NZ_CP097335.1,619,150.9919224555735,0.003806256033745934
throat_with_pathogen_02_4_2.fastq,NZ_CP045696.1,835,150.98922155688624,0.005134448769269556
throat_with_pathogen_02_4_2.fastq,NZ_CP072251.1,714,150.99579831932772,0.004390414875758638
throat_with_pathogen_02_4_2.fastq,NZ_CP121210.1,892,150.9798206278027,0.005484944074477178
throat_with_pathogen_02_4_2.fastq,NZ_CP024700.1,1484,150.927897574124,0.009125176016282660
throat_with_pathogen_02_4_2.fastq,NZ_CP039886.1,517,150.97292069632496,0.003179053908637557
throat_with_pathogen_02_4_2.fastq,NZ_CP039462.1,2487,150.96461600321672,0.015292663579848365
throat_with_pathogen_02_4_2.fastq,NZ_CP007573.1,630,150.98253968253968,0.003873895478610563
throat_with_pathogen_02_4_2.fastq,NZ_CP127017.1,642,150.9890965732087,0.003947683963917431
throat_with_pathogen_02_4_2.fastq,NZ_CP083637.1,4302,150.8589028358903,0.026453171982512128
throat_with_pathogen_02_4_2.fastq,NZ_CP031255.1,590,150.98813559322033,0.003627933860921003
throat_with_pathogen_02_4_2.fastq,NZ_CP070914.1,331,150.98791540785498,0.002035332386381105
throat_with_pathogen_02_4_2.fastq,NZ_CP015577.1,929,150.97954790096878,0.005712458570840020
throat_with_pathogen_02_4_2.fastq,NZ_CP036550.1,300,150.98666666666668,0.001844712132671697
throat_with_pathogen_02_4_2.fastq,NZ_CP050136.1,1216,150.98190789473685,0.007477233177762610
throat_with_pathogen_02_4_2.fastq,NZ_AP025240.1,14962,150.983224167892,0.092001943096779754
throat_with_pathogen_02_4_2.fastq,NZ_CP019721.1,2028,150.93934911242604,0.012470254016860669
throat_with_pathogen_02_4_2.fastq,NZ_CP027235.1,2158,150.98007414272473,0.013269629274351737
throat_with_pathogen_02_4_2.fastq,NZ_CP075172.1,9389,150.98370433485994,0.057733340712181863
throat_with_pathogen_02_4_2.fastq,NZ_CP022386.1,715,150.93706293706293,0.004396563916200876
throat_with_pathogen_02_4_2.fastq,NZ_AP021887.1,1630,150.8276073619632,0.010022935920849551
throat_with_pathogen_02_4_2.fastq,NZ_AP014880.1,125,150.936,0.000768630055279874
throat_with_pathogen_02_4_2.fastq,NZ_CP034842.1,884,150.98303167420815,0.005435751750939266
throat_with_pathogen_02_4_2.fastq,NZ_CP090007.1,227,150.97356828193833,0.001395832180388250
throat_with_pathogen_02_4_2.fastq,AP023461.1,8,151.0,0.000049192323537912
SI041_1_4_1.fastq,NZ_LR134365.1,177,150.99435028248587,0.000599169287327062
SI041_1_4_1.fastq,NC_075417.1,2624,150.98208841463415,0.008882600056193278
SI041_1_4_1.fastq,CP097095.1,1871,150.98182789951898,0.006333591732140862
